t,x,y,z
0.0,2.0,3.0,4.0
0.1,4.816261451504183,9.756532719578763,4.876432718813452
0.2,12.681344740469344,23.072375071398646,16.70659527183182
0.3,18.10482164230227,12.851758230322947,44.94624163073514
0.4,5.930662698144328,-6.606842874052058,36.194533887137844
0.5,-2.274602490437527,-6.85895629324062,27.122062532389073
0.6,-5.281844437145129,-7.480981230810986,23.263249182116247
0.7000000000000001,-7.538538996588518,-10.004929540946826,22.771610855859695
0.8,-10.012553723186489,-12.138827937865889,26.283108608688572
0.9,-10.85669031017078,-10.097247407681524,30.901311598319054
1.0,-8.813976207703611,-6.0597190344895555,30.61155073977003
1.1,-6.459564038387401,-4.840613983325591,26.85487435702763
1.2,-5.801141577898218,-6.085186458732643,23.355517807099957
1.3,-6.9294897673442275,-8.835065376812087,21.98578345651251
1.4000000000000001,-9.324943427103369,-11.914584024298318,24.402328542770807
1.5,-11.117647154947303,-11.545452116645965,29.86048647348802
1.6,-9.789864031066722,-7.076730057094305,31.64292200492929
1.7,-6.975227706517454,-4.614713482955451,28.271789573634877
1.8,-5.591197954693086,-5.219700777249365,24.182591175149508
1.9000000000000001,-6.156594379999106,-7.604535507929187,21.724843573402648
2.0,-8.332111078966664,-11.074127797193809,22.61500090765733
2.1,-10.896856193801595,-12.676105505346667,27.874691449180393
2.2,-10.811288263559174,-8.77675190839809,32.15998911190524
2.3000000000000003,-7.864738037660964,-4.774597675050901,29.9676985389323
2.4,-5.636376487224524,-4.444105513276593,25.456463668641128
2.5,-5.481881388456427,-6.3045638008531775,21.99281090897111
2.6,-7.174011383860218,-9.66783050906261,21.234768936323885
2.7,-10.073226978459259,-12.939809600863008,25.117284403407375
2.8000000000000003,-11.566982575362813,-11.074461797699056,31.5001181247027
2.9,-9.189912425658914,-5.66682272510116,31.78686340706371
3.0,-6.0855320942443125,-3.865066895497974,27.251029786806267
3.1,-5.010318590206395,-5.0293166352591765,22.883258307312346
3.2,-5.993025074859495,-7.896202156427635,20.55948277689599
3.3000000000000003,-8.679027385607698,-11.957191990250688,22.214296381009852
3.4,-11.560898381952732,-13.23843574253744,28.962933794349627
3.5,-10.82855280905829,-7.818127055917577,33.14437149328552
3.6,-7.164882578948156,-3.748810731130234,29.633451829611033
3.7,-4.905073132009211,-3.866434258382323,24.510247754788807
3.8000000000000003,-4.953414406822367,-6.010300178788337,20.80031359274657
3.9,-6.944131854502732,-9.836591962446423,20.022870354585226
4.0,-10.368479276297213,-13.824886472315423,24.671744902325763
4.1,-12.147082589598588,-11.426079331120311,32.5153457156572
4.2,-9.121903078516493,-4.810122204223675,32.47165722928755
4.3,-5.4712256145189375,-2.9653272624992093,27.052984146971024
4.4,-4.256151297074614,-4.218828776621052,22.120823196505604
4.5,-5.214787719575285,-7.141601441824207,19.22118096252158
4.6000000000000005,-8.094390869466077,-11.839067468913104,20.28815747615674
4.7,-11.835293786285622,-14.638544363104813,27.917125140218847
4.8,-11.733306082584088,-8.52421008056497,34.42675186828843
4.9,-7.2933981609286205,-2.897273255895047,30.760066952698875
5.0,-4.257815571335243,-2.6592365487467777,24.76278665439556
5.1000000000000005,-3.85125289956778,-4.500815585139542,20.148655209571622
5.2,-5.462036900268791,-8.06643114753726,17.93460075594871
5.3,-9.070595281770107,-13.497046973889216,20.723816422656448
5.4,-12.844321365110694,-14.638277238823429,30.707461289875734
5.5,-10.975086825221801,-6.045931316164586,35.05622273579784
5.6000000000000005,-5.8718430507769845,-1.7196638298017946,29.282893292008524
5.7,-3.3285382908079844,-2.2459570413552363,23.099579097579365
5.8,-3.311823686792675,-4.239717844922153,18.57426561426945
5.9,-5.176295612156003,-8.067117529707488,16.46187512042291
6.0,-9.218798092307908,-14.25314085363516,19.774274358083755
6.1000000000000005,-13.516679257791816,-15.414703002777374,31.59971716476651
6.2,-11.011631654411271,-5.028573248656019,35.978872794256546
6.3,-5.167487352816362,-0.6585379839188379,29.11723265633937
6.4,-2.4476089372679537,-1.2471439409515976,22.540442521703085
6.5,-2.219636241260202,-2.8013046044605736,17.644358186516737
6.6000000000000005,-3.5598646858185043,-5.756222831405142,14.56172046163389
6.7,-6.968877577694087,-11.76941774790958,15.165616582349537
6.8,-12.714833582549064,-18.249794222257144,25.494775107888145
6.9,-13.85120432476973,-9.314910387682259,38.28089429382956
7.0,-6.767494647359333,0.2756821539203972,32.737234009153326
7.1000000000000005,-1.9623938007152624,0.743891431443714,24.806519255233734
7.2,-0.5001519034646063,0.11043428656879406,18.958304404453273
7.3,-0.2521970863839278,-0.24479660796500258,14.522576801296026
7.4,-0.38501175055921777,-0.6569012424457434,11.135150202685479
7.5,-0.8647457425985235,-1.625166087251313,8.588872050399516
7.6000000000000005,-2.1702274529334726,-4.237848435604424,6.953614617537326
7.7,-5.695129773587034,-11.155898214042749,7.904010921664536
7.8,-13.526201339085159,-22.72054028269421,21.136052924305083
7.9,-16.54562021009744,-9.689598014388416,43.76194866759574
8.0,-5.356904034938684,5.155975990118001,34.45208143736374
8.1,1.4730467692547917,5.322687129151981,25.799366743562743
8.2,4.121725196931715,6.24835972894378,21.250247843807642
8.3,6.575094196988706,9.57118388940042,19.983446098417982
8.4,10.060337699293719,13.655316293887111,24.078954044648576
8.5,12.182651074086822,11.94623126884469,32.07207357622037
8.6,9.466521051021017,5.1946338595995805,32.804251457915306
8.700000000000001,5.678574829907404,2.95192832641067,27.507119252366092
8.8,4.261605338301769,4.050764867018335,22.455151340358448
8.9,5.060411844208823,6.830528528024026,19.339409327490703
9.0,7.791432237289897,11.424380753930375,19.962803033147324
9.1,11.595441540458243,14.71894611270292,27.108828942009595
9.200000000000001,11.981280785605826,9.215321872995734,34.323939354619604
9.3,7.657886701265994,3.099355270970714,31.255979778514
9.4,4.393056955300346,2.567864618292073,25.213541362311442
9.5,3.7986938272159456,4.288619475047697,20.448640290010644
9.6,5.24857730464975,7.681688873248581,17.97039427984252
9.700000000000001,8.704051433183164,13.05240974041613,20.184332910356435
9.8,12.67659628192009,15.010985026019048,29.80432838580285
