t,x,y,z
0.0,2.0,3.0,4.0
0.09999999999999999,4.560970541272846,9.303491690560326,4.5973627079320405
0.20000000000000004,11.862755607741926,22.475537515015763,14.178849464291302
0.3000000000000001,20.00724710102333,17.13195968243152,47.16055782787375
0.4000000000000002,5.071543567039437,-12.839820759991332,38.85487609857773
0.5000000000000002,-6.746587697263541,-11.55629579648677,31.429748882545656
0.6000000000000003,-8.775248527001702,-7.8482000724762715,31.087175952938768
0.7000000000000004,-7.3140526472875225,-5.433556087980512,28.46565917891429
0.8000000000000005,-6.130440619479143,-5.648236171196521,24.876490472976023
0.9000000000000006,-6.5051964824817485,-7.686747964489233,22.546527042316942
1.0000000000000007,-8.349279110946322,-10.757126113402489,23.12910721990946
1.1000000000000008,-10.686939268413132,-12.42263770171296,27.68523640815965
1.2000000000000008,-10.82364631538957,-8.997789337907342,32.14829819203737
1.300000000000001,-7.802011702221891,-4.622464394272792,30.2821875886362
1.400000000000001,-5.174696230777754,-4.0217624761854704,25.4336696453567
1.500000000000001,-4.729917741119931,-5.706706460168258,21.395562105683855
1.6000000000000012,-6.212802285942742,-9.02643377072793,19.705578546246162
1.7000000000000013,-9.365895389926445,-13.477009636532822,22.65037959521006
1.8000000000000014,-12.336765903692529,-13.692236996400222,31.278509554651663
1.9000000000000015,-10.243476333466797,-5.717560424916394,34.72501810639277
2.0000000000000013,-5.090874800614316,-1.680313540060254,28.865385820791946
2.099999999999999,-2.51096143707802,-2.1264940217277317,22.580016597756316
2.199999999999997,-2.304475572931446,-3.5985679202001637,17.785911993471426
2.299999999999995,-3.5786041828521746,-6.398446394508938,14.772430303039647
2.399999999999993,-6.73226187131658,-12.00294044469859,15.182330086836359
2.4999999999999907,-12.287345465039337,-18.83206476565609,24.593427841109254
2.5999999999999885,-14.47053243070259,-10.659847883341913,39.95891479695492
2.6999999999999864,-5.995593182582687,2.224450037897532,34.48808674247073
2.7999999999999843,0.46698960515535204,3.007335510476816,25.72051756191898
2.899999999999982,2.841500635613207,3.653498745780119,20.124826299204898
2.99999999999998,4.874972268641339,6.727650545795817,17.01289592505865
3.099999999999978,8.576803474114664,12.69909209832254,18.474177988677887
3.1999999999999758,13.695195070480992,16.710571702251436,29.35692681776882
3.2999999999999736,12.91273051847064,5.593010599879924,38.32201918986249
3.3999999999999715,5.102263647968701,-1.9385464247807027,30.425899964963527
3.4999999999999694,0.8432435143937907,-1.672864855618204,22.74200201457088
3.5999999999999672,-0.35065156327180647,-1.4366748022228082,17.332732477737455
3.699999999999965,-0.9092567092215074,-2.045970053050964,13.319776570182707
3.799999999999963,-1.8698841895055298,-3.845772220462951,10.49429551916339
3.899999999999961,-4.1717075358862905,-8.2962136115122,9.46993736237414
3.9999999999999587,-9.495864662198143,-17.612740550498255,14.502970804239547
4.099999999999957,-16.942305673221387,-20.792194029353492,36.31813036876418
4.199999999999955,-10.600060159929413,3.3016516017548385,42.10061068300844
4.299999999999953,1.3511960656581317,7.578028992270581,29.983568441344165
4.399999999999951,5.670404435734953,7.20954760673549,25.314144100132474
4.4999999999999485,7.605057776780886,8.785440774276978,23.943960389070067
4.599999999999946,9.54002302157093,10.770807785538578,25.71342568107755
4.699999999999944,10.73897220626269,10.247620004888043,29.493534804822957
4.799999999999942,9.595371468421268,6.886339125533665,30.60063456993839
4.89999999999994,7.253962560323983,4.977443518198854,27.70267674474213
4.999999999999938,6.127662356720234,5.721601229956805,24.142636772531535
5.099999999999936,6.816835685935712,8.161541088848342,22.223910426795527
