t,chi0,chi1,chi2,w0_chi0,w1_chi1,w2_chi2,total_feedback
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09999999999999999,0.1262990852554018,0.1270431005894564,0.12724245839137224,0.0631495426277009,0.02540862011789128,0.012724245839137225,0.1012824085847294
0.20000000000000004,0.4592554940086872,0.4636989996273947,0.4648951553456375,0.2296277470043436,0.09273979992547894,0.046489515534563756,0.3688570624643863
0.3000000000000001,1.4004613812678661,1.416973209560211,1.421432065151616,0.7002306906339331,0.2833946419120422,0.1421432065151616,1.125768539061137
0.4000000000000002,3.27882372340461,3.3282113535363607,3.341583801749542,1.639411861702305,0.6656422707072722,0.3341583801749542,2.6392125125845314
0.5000000000000002,4.171618986617266,4.278513714372745,4.3075962194353625,2.085809493308633,0.8557027428745491,0.4307596219435363,3.372271858126718
0.6000000000000003,3.4714636040044824,3.6365966532757463,3.6818872916577265,1.7357318020022412,0.7273193306551493,0.36818872916577267,2.831239861823163
0.7000000000000004,2.475055000775535,2.6844097718724838,2.7424351596413836,1.2375275003877675,0.5368819543744968,0.2742435159641384,2.0486529707264025
0.8000000000000005,1.783654223685178,2.0239096585404863,2.091308211211119,0.891827111842589,0.4047819317080973,0.20913082112111192,1.5057398646717983
0.9000000000000006,1.3396125294536505,1.602212155426619,1.6768363542610054,0.6698062647268253,0.32044243108532383,0.16768363542610054,1.1579323312382497
1.0000000000000007,0.9163172636077801,1.1948999347078313,1.2751506651844,0.45815863180389005,0.23897998694156627,0.12751506651844,0.8246536852638964
1.1000000000000008,0.32067361542623163,0.6078972874196531,0.6918805197576725,0.16033680771311581,0.12157945748393062,0.06918805197576726,0.3511043171728137
1.2000000000000008,-0.638233398123541,-0.3535623823444034,-0.2688125908729715,-0.3191166990617705,-0.07071247646888068,-0.02688125908729715,-0.4167104346179483
1.300000000000001,-1.9412742696857896,-1.6761988232266276,-1.5952781663057065,-0.9706371348428948,-0.33523976464532557,-0.15952781663057067,-1.465404716118791
1.400000000000001,-2.9488571761453826,-2.721776190612914,-2.6497352914915977,-1.4744285880726913,-0.5443552381225828,-0.2649735291491598,-2.283757355344434
1.500000000000001,-3.3040471385155437,-3.125267801130726,-3.0650766524080395,-1.6520235692577718,-0.6250535602261453,-0.306507665240804,-2.5835847947247212
1.6000000000000012,-3.338170071898436,-3.210154343768292,-3.162722837230133,-1.669085035949218,-0.6420308687536584,-0.3162722837230133,-2.62738818842589
1.7000000000000013,-3.2914033451557954,-3.213706887079638,-3.179173911360539,-1.6457016725778977,-0.6427413774159276,-0.31791739113605394,-2.6063604411298793
1.8000000000000014,-3.2318500742223693,-3.2034026620130405,-3.181735822401039,-1.6159250371111846,-0.6406805324026081,-0.31817358224010395,-2.574779151753897
1.9000000000000015,-3.1734134558901164,-3.193078259206489,-3.184221484623093,-1.5867067279450582,-0.6386156518412979,-0.3184221484623093,-2.5437445282486655
2.0000000000000013,-3.121243984563817,-3.187941738125086,-3.191848403763872,-1.5606219922819085,-0.6375883476250173,-0.3191848403763872,-2.5173951802833128
2.099999999999999,-3.0844162725977,-3.1972178726665534,-3.213875979185782,-1.54220813629885,-0.6394435745333107,-0.32138759791857824,-2.503039308750739
2.199999999999997,-3.0874124022776486,-3.2457575645807624,-3.2752492217803084,-1.5437062011388243,-0.6491515129161525,-0.32752492217803086,-2.5203826362330077
2.299999999999995,-3.199178245556106,-3.4034832458684,-3.4461497357678588,-1.599589122778053,-0.68069664917368,-0.3446149735767859,-2.6249007455285187
2.399999999999993,-3.611773833638189,-3.865142642603492,-3.922048847323752,-1.8058869168190945,-0.7730285285206984,-0.3922048847323752,-2.9711203300721682
2.4999999999999907,-4.757643892998131,-5.070299897959559,-5.1444382595076315,-2.3788219464990656,-1.0140599795919119,-0.5144438259507632,-3.9073257520417406
2.5999999999999885,-6.503107817837929,-6.897569553027714,-6.995290685157106,-3.2515539089189645,-1.379513910605543,-0.6995290685157106,-5.330596888040218
2.6999999999999864,-6.850589921683505,-7.344989229000868,-7.471590921915325,-3.4252949608417524,-1.4689978458001738,-0.7471590921915325,-5.641451898833459
2.7999999999999843,-6.046777468190326,-6.636472439219582,-6.791217761563723,-3.023388734095163,-1.3272944878439166,-0.6791217761563724,-5.029804998095452
2.899999999999982,-5.06947092777115,-5.740016130299985,-5.919501110724437,-2.534735463885575,-1.148003226059997,-0.5919501110724438,-4.274688801018016
2.99999999999998,-4.261989376226846,-4.999382497576466,-5.200246443199422,-2.130994688113423,-0.9998764995152932,-0.5200246443199422,-3.6508958319486586
